"","fatality","time_of_day","day_of_week","month","number_of_colliding_vehicles","heavy_vehicle_involved","accident_at_intersection","inappropriate_turning"
"142498",0,"1","4","7","2","0","1","0"
"305452",0,"19","3","11","2","0","1","0"
"163467",0,"4","0","6","5","0","0","0"
"274749",0,"18","3","12","3","0","0","0"
"463899",0,"18","1","2","1","0","1","0"
"255723",0,"16","2","1","1","0","0","0"
"237603",0,"7","0","2","2","0","0","0"
"269921",0,"10","0","1","2","0","1","0"
"181821",0,"21","6","5","2","0","1","0"
"83353",0,"20","5","10","0","0","0","0"
"395304",0,"17","5","6","2","0","1","0"
"453967",0,"14","3","3","2","0","1","0"
"111486",0,"17","4","9","1","0","0","0"
"473051",0,"8","5","1","1","0","1","0"
"415638",0,"18","0","5","2","1","1","0"
"333141",0,"9","0","9","2","0","1","1"
"234166",0,"13","5","3","2","0","1","0"
"178276",0,"20","4","6","2","0","0","0"
"392526",0,"20","3","6","2","0","1","0"
"428644",0,"18","0","4","2","0","1","0"
"142258",0,"13","4","7","2","0","0","0"
"73349",0,"23","0","11","2","0","0","0"
"205781",0,"17","3","4","2","0","1","0"
"98601",0,"18","3","10","2","0","0","0"
"268940",0,"19","1","1","2","0","1","0"
"317880",0,"19","4","10","2","0","1","0"
"104211",0,"7","1","9","1","0","0","0"
"369200",0,"6","6","7","2","0","1","0"
"385646",0,"16","6","6","2","1","1","0"
"385682",0,"17","6","6","2","0","0","0"
"27638",0,"18","6","1","2","0","0","1"
"470743",0,"19","2","2","2","0","1","0"
"15199",0,"15","0","2","1","0","1","0"
"406958",0,"22","1","5","2","0","1","0"
"215978",0,"9","1","4","1","0","0","0"
"198714",0,"15","1","5","1","0","1","0"
"75171",0,"3","4","11","1","0","1","0"
"303240",0,"21","0","11","2","0","1","0"
"276635",0,"14","0","12","2","0","1","0"
"420029",0,"11","0","5","2","0","1","0"
"218297",0,"7","4","4","2","0","1","0"
"103403",0,"17","2","9","2","0","0","0"
"42152",0,"23","1","1","2","0","1","0"
"59041",0,"17","1","12","2","0","1","0"
"90917",0,"15","1","10","0","0","0","0"
"70400",0,"13","4","11","4","0","0","0"
"262193",0,"13","5","1","2","0","1","0"
"432963",0,"17","6","4","2","0","1","0"
"195332",0,"14","0","5","2","0","0","0"
"438207",0,"8","3","4","2","0","1","1"
"84312",0,"8","4","10","2","0","1","0"
"414693",0,"17","2","5","2","0","0","0"
"75977",0,"19","3","11","1","0","0","0"
"9066",0,"15","4","3","2","0","1","0"
"324385",0,"17","1","10","2","0","1","0"
"174622",0,"22","3","6","2","0","1","0"
"203324",0,"16","6","4","2","0","0","0"
"171780",0,"16","2","6","2","0","0","0"
"6154",0,"0","2","3","2","0","0","0"
"41740",0,"18","2","1","1","0","0","0"
"147044",0,"15","4","7","2","0","0","0"
"213944",0,"18","4","4","2","0","1","0"
"462211",0,"13","3","2","2","0","1","0"
"155291",0,"19","6","7","2","0","0","0"
"334832",0,"18","5","9","2","0","1","0"
"43280",0,"12","6","1","3","0","0","0"
"238246",0,"19","5","2","2","0","1","0"
"178838",0,"11","3","6","2","0","1","0"
"192653",0,"15","4","5","1","0","1","0"
"451502",0,"12","0","3","2","0","1","0"
"21888",0,"22","2","2","2","0","0","0"
"122609",0,"11","0","8","2","0","1","0"
"456593",0,"18","6","3","2","0","1","0"
"230202",0,"20","5","3","2","0","0","0"
"113248",0,"8","1","9","2","0","0","0"
"91240",0,"13","1","10","0","0","1","0"
"44387",0,"17","4","12","2","0","0","0"
"461762",0,"11","4","2","2","1","1","0"
"223464",0,"17","2","3","2","0","1","0"
"57976",0,"18","3","12","1","0","0","0"
"298732",0,"12","0","11","2","0","1","0"
"76655",0,"18","2","11","2","0","0","0"
"260133",0,"19","2","1","1","0","1","0"
"355046",0,"16","0","8","2","0","1","0"
"244565",0,"6","1","2","2","0","1","0"
"361098",0,"15","4","8","1","0","1","0"
"9818",0,"16","3","3","2","0","1","0"
"192130",0,"11","4","5","2","0","1","0"
"11364",0,"11","0","2","1","0","0","0"
"428586",0,"16","0","4","2","0","1","0"
"349902",0,"10","2","8","2","0","1","0"
"384297",0,"16","1","6","2","0","1","0"
"207099",0,"19","1","4","2","0","0","0"
"166140",0,"18","3","6","2","0","0","0"
"72255",0,"9","2","11","2","0","0","0"
"157526",0,"12","2","7","2","0","1","0"
"397109",0,"16","2","6","2","0","1","0"
"136800",0,"20","6","8","1","0","0","0"
"77130",0,"17","1","11","2","0","1","1"
"253385",0,"0","6","1","2","0","1","0"
"447366",0,"14","0","3","2","1","1","0"
"70303",0,"9","4","11","2","0","0","0"
"177420",0,"16","6","6","2","0","0","0"
"206713",0,"17","1","4","1","0","1","0"
"80175",0,"12","3","11","2","0","1","0"
"392406",0,"15","3","6","2","0","1","0"
"151140",0,"13","5","7","2","0","1","0"
"286163",0,"9","0","12","2","0","1","0"
"87114",0,"5","0","10","3","0","1","0"
"518",0,"16","4","3","2","0","0","0"
"23321",0,"2","0","2","1","0","0","0"
"19024",0,"16","0","2","2","0","0","0"
"341118",0,"18","2","9","2","0","1","0"
"240162",0,"12","2","2","2","0","0","0"
"23362",0,"9","0","2","1","0","1","0"
"338775",0,"21","5","9","2","0","1","0"
"367469",0,"13","2","7","2","0","0","0"
"157660",0,"17","2","7","2","0","0","0"
"171647",0,"18","2","6","2","0","0","0"
"450739",0,"22","1","3","2","0","1","1"
"187948",0,"11","4","5","2","0","1","0"
"288370",0,"2","3","12","3","0","1","0"
"162523",0,"14","1","6","1","0","0","0"
"464678",0,"15","6","2","2","0","1","0"
"347038",0,"8","0","8","2","0","0","0"
"200270",0,"22","6","5","2","0","1","0"
"217507",0,"22","5","4","2","0","1","1"
"185377",0,"7","1","5","2","0","0","0"
"471731",0,"13","0","2","2","0","1","0"
"423576",0,"0","1","4","1","0","1","0"
"472109",0,"12","0","2","1","0","0","0"
"287188",0,"16","5","12","2","0","1","0"
"291624",0,"21","5","11","2","0","0","0"
"174781",0,"6","3","6","2","0","0","0"
"299976",0,"17","5","11","2","0","1","0"
"295503",0,"5","5","11","2","0","1","0"
"127326",0,"16","0","8","1","0","1","0"
"119090",0,"18","6","9","1","0","1","0"
"105963",0,"15","5","9","2","0","0","0"
"194153",0,"15","1","5","2","0","0","0"
"433448",0,"19","5","4","2","0","1","0"
"419561",0,"10","1","5","2","1","0","0"
"470628",0,"8","2","2","1","0","1","0"
"325567",0,"15","6","10","3","0","0","0"
"107406",0,"13","3","9","1","0","0","0"
"123155",0,"7","0","8","2","0","0","0"
"10165",0,"9","2","3","3","0","0","0"
"146074",0,"9","6","7","2","0","1","0"
"150065",0,"22","0","7","2","0","1","0"
"77953",0,"11","0","11","2","0","0","0"
"20250",0,"15","5","2","2","0","1","0"
"20030",0,"16","6","2","1","0","0","0"
"118373",0,"8","1","9","2","0","1","0"
"435562",0,"17","1","4","2","0","1","0"
"432728",0,"19","0","4","2","0","1","0"
"25185",0,"6","3","2","1","0","1","0"
"40416",0,"20","4","1","1","0","1","0"
"149320",0,"18","1","7","2","0","1","0"
"30681",0,"6","0","1","2","0","1","0"
"50558",0,"16","0","12","1","0","1","0"
"367559",0,"6","1","7","2","0","1","0"
"266071",0,"21","6","1","2","1","0","0"
"339969",0,"16","4","9","2","0","0","0"
"148820",0,"14","2","7","2","0","0","0"
"83383",0,"10","5","10","2","0","0","0"
"12763",0,"13","5","2","2","0","1","0"
"270447",0,"14","5","1","2","0","1","0"
"51301",0,"17","6","12","2","0","1","0"
"216224",0,"19","0","4","2","0","1","0"
"349810",0,"17","2","8","2","0","1","0"
"91006",0,"18","1","10","2","0","1","0"
"345422",0,"13","2","9","2","0","1","1"
"243644",0,"14","3","2","2","0","1","0"
"147654",0,"0","3","7","2","0","0","0"
"188471",0,"14","3","5","2","0","0","0"
"238598.1",0,"14","5","2","2","0","1","0"
"245956",0,"22","5","2","2","0","1","0"
"222971",0,"9","3","3","2","0","0","0"
"363701",0,"12","0","8","2","0","1","0"
"199737",0,"12","0","5","1","0","0","0"
"410722",0,"16","1","5","2","0","1","0"
"417830",0,"19","4","5","1","0","1","0"
"109456",0,"8","0","9","1","0","0","0"
"364180",0,"8","0","8","2","1","1","0"
"211895",0,"0","0","4","2","0","1","0"
"406834",0,"8","1","5","2","0","1","0"
"290768",0,"13","6","11","2","0","1","0"
"409654",0,"19","3","5","2","0","1","0"
"65571",0,"16","5","11","2","0","0","0"
"117439",0,"15","2","9","2","0","0","0"
"209953",0,"7","3","4","2","0","0","0"
"230721",0,"14","4","3","2","0","1","0"
"299999",0,"18","5","11","2","0","1","0"
"129998",0,"0","3","8","2","0","1","0"
"455",0,"12","4","3","2","0","0","0"
"293631",0,"20","1","11","1","0","0","0"
"248418",0,"12","0","2","2","0","1","0"
"90446",0,"8","2","10","2","0","0","0"
"28175",0,"15","5","1","2","0","0","0"
"20556",0,"9","4","2","2","0","1","0"
"401239",0,"15","2","6","2","0","1","0"
"228299",0,"12","1","3","1","0","0","0"
"381704",0,"17","6","7","2","0","1","0"
"123102",0,"9","0","8","2","0","0","0"
"22472",0,"6","1","2","1","0","0","0"
"103056",0,"18","3","9","3","0","1","0"
"330943",0,"12","4","9","2","0","1","0"
"226673",0,"8","4","3","2","0","1","0"
"10956",0,"17","1","2","2","0","1","1"
"185105",0,"10","1","5","2","0","0","0"
"178454",0,"16","4","6","2","0","1","0"
"240850",0,"14","1","2","2","0","1","0"
"172813",0,"14","6","6","3","0","0","0"
"411251",0,"15","0","5","1","0","1","0"
"423569",0,"14","2","4","2","0","1","0"
"413396",0,"8","4","5","2","0","1","0"
"186391",0,"13","6","5","2","0","1","0"
"263211",0,"20","4","1","2","0","1","0"
"332807",0,"23","1","9","2","0","1","0"
"32203",0,"20","4","1","0","0","1","0"
"239577",0,"7","3","2","2","0","1","0"
"57767",0,"17","3","12","2","0","0","0"
"248525",0,"9","0","2","3","0","1","0"
"25978",0,"17","2","2","2","0","0","0"
"281007",0,"10","1","12","2","0","1","0"
"379216",0,"14","3","7","2","0","1","0"
"264513",0,"18","2","1","2","0","1","0"
"112400",0,"11","3","9","1","0","0","0"
"31610",0,"16","6","1","2","0","1","0"
"253475",0,"14","6","1","5","0","1","0"
"470803",0,"16","2","2","1","0","1","0"
"132552",0,"19","6","8","4","0","0","0"
"164842",0,"22","5","6","2","0","1","0"
"412990",0,"12","4","5","2","0","1","0"
"237092",0,"17","1","3","2","0","1","0"
"10502",0,"19","2","3","2","0","0","0"
"103213",0,"10","3","9","2","0","1","0"
"452814",0,"17","4","3","2","0","1","0"
"334305",0,"11","5","9","2","0","1","0"
"311862",0,"20","0","10","2","0","1","0"
"219776",0,"21","2","3","2","0","0","0"
"137799",0,"13","4","8","2","0","0","0"
"429883",0,"2","5","4","1","0","1","0"
"337940",0,"1","0","9","5","0","1","0"
"177424",0,"19","6","6","2","0","0","0"
"354952",0,"11","0","8","2","0","1","0"
"105196",0,"16","6","9","2","0","0","0"
"209616",0,"9","4","4","2","0","1","0"
"34738",0,"7","0","1","0","0","1","0"
"13617",0,"19","3","2","2","0","0","0"
"338743",0,"12","5","9","2","0","1","0"
"319450",0,"21","2","10","2","0","1","0"
"228330",0,"0","1","3","2","0","1","0"
"163555",0,"15","0","6","1","0","1","0"
"276514",0,"8","1","12","1","0","1","0"
"79205",0,"1","5","11","2","0","1","0"
"146414",0,"16","5","7","3","0","0","0"
"446262",0,"12","2","3","2","0","1","0"
"313831",0,"10","3","10","2","0","1","0"
"7644",0,"21","0","3","2","0","1","0"
"192998",0,"11","3","5","1","0","1","0"
"182069",0,"13","5","5","2","0","0","0"
"281991",0,"13","6","12","2","0","1","0"
"431955",0,"13","1","4","2","0","1","0"
"430610",0,"5","4","4","1","0","1","0"
"272689",0,"19","1","12","2","0","1","0"
"179319",0,"22","3","6","3","0","1","0"
"76416",0,"15","2","11","1","0","0","0"
"302341",0,"13","1","11","3","0","1","0"
"214906",0,"15","2","4","2","0","1","0"
"9918",0,"14","3","3","1","0","0","0"
"402314",0,"12","0","6","1","0","1","0"
"445968",0,"10","3","3","2","0","0","0"
"178593",0,"6","4","6","2","0","1","0"
"223653",0,"9","2","3","0","0","1","0"
"110192",0,"9","6","9","1","0","0","0"
"378773",0,"23","4","7","2","0","1","0"
"451030",0,"11","0","3","2","0","1","0"
"37482",0,"19","2","1","2","0","0","0"
"80820",0,"15","2","11","1","0","0","0"
"232011",0,"7","2","3","2","0","0","0"
"419723",0,"15","1","5","2","0","1","0"
"452477",0,"8","5","3","2","0","1","0"
"100395",0,"16","0","10","2","0","1","0"
"327860",0,"14","3","10","2","0","1","0"
"339680",0,"23","4","9","2","0","1","0"
"58184",0,"13","2","12","2","0","1","0"
"30618",0,"14","0","1","0","0","1","0"
"279916",0,"10","2","12","2","0","1","0"
"60798",0,"17","5","12","2","0","1","0"
"69892",0,"19","5","11","2","0","1","0"
"370274",0,"12","3","7","2","1","1","0"
"187341",0,"12","4","5","1","0","0","0"
"418968",0,"18","2","5","1","0","1","0"
"196344",0,"20","5","5","2","0","1","0"
"388003",0,"16","3","6","2","0","1","0"
"358727",0,"10","1","8","2","0","0","0"
"52912",0,"22","4","12","2","0","0","0"
"66582",0,"4","3","11","2","0","1","0"
"430617",0,"7","4","4","2","0","1","0"
"241970",0,"5","6","2","1","0","1","0"
"31277",0,"16","6","1","2","0","0","0"
"311067",0,"13","1","10","2","0","0","1"
"161194",0,"17","3","6","2","0","1","0"
"1273",0,"18","3","3","2","0","0","0"
"426071",0,"13","4","4","2","0","1","0"
"159007",0,"14","0","7","5","0","0","0"
"424052",0,"17","1","4","2","0","1","0"
"209739",0,"17","4","4","2","0","1","0"
"227865",0,"20","2","3","2","0","1","0"
"93363",0,"18","4","10","2","0","0","0"
"111045",0,"23","4","9","2","0","1","0"
"235725",0,"9","3","3","2","0","1","0"
"351105",0,"16","0","8","2","0","1","0"
"173781",0,"13","4","6","2","0","0","0"
"225643",0,"19","5","3","1","0","1","0"
"334860",0,"8","4","9","2","1","1","0"
"385754",0,"20","6","6","2","0","1","0"
"428390",0,"6","0","4","3","0","1","0"
"350961",0,"8","0","8","3","0","0","0"
"65514",0,"12","5","11","2","0","1","0"
"224324",0,"19","1","3","3","0","1","0"
"53470",0,"10","3","12","1","0","0","0"
"202166",0,"8","2","4","2","0","1","0"
"69303",0,"19","6","11","1","0","1","0"
"477725",0,"8","2","1","2","0","1","0"
"282606",0,"17","5","12","2","0","1","0"
"380675",0,"23","1","7","2","0","1","1"
"108561",0,"10","1","9","2","0","1","0"
"89428",0,"15","3","10","2","0","0","0"
"15719",0,"20","6","2","2","0","1","0"
"121169",0,"18","3","9","2","0","0","0"
"142909",0,"11","3","7","3","0","0","0"
"395547",0,"6","4","6","2","0","0","0"
"133148",0,"0","5","8","2","0","0","0"
"203344",0,"0","6","4","3","0","1","0"
"183953",0,"21","3","5","2","0","0","0"
"459332",0,"14","2","2","1","0","1","0"
"8287",0,"14","5","3","2","0","1","0"
"241717",0,"13","6","2","2","0","1","0"
"124124",0,"2","5","8","2","0","0","0"
"218941",0,"18","3","3","1","0","1","0"
"253060",0,"8","0","2","2","0","1","0"
"183487",0,"1","3","5","2","0","1","0"
"123285",0,"12","6","8","2","0","0","0"
"136540",0,"18","6","8","2","0","0","0"
"415953",0,"5","0","5","2","0","1","0"
"272141",0,"12","2","12","2","0","1","0"
"159776",0,"18","5","7","2","0","1","0"
"364907",0,"11","5","8","2","0","1","0"
"186181",0,"8","0","5","2","0","1","0"
"421452",0,"12","5","5","2","0","1","0"
"95130",0,"10","1","10","2","0","1","0"
"355916",0,"16","6","8","2","0","1","0"
"464610",0,"11","6","2","2","0","1","0"
"33247",0,"20","3","1","2","0","1","0"
"208419",0,"14","6","4","2","0","1","0"
"276858",0,"18","0","12","2","0","1","0"
"35594",0,"14","5","1","2","0","1","0"
"319858",0,"19","1","10","2","0","1","0"
"13592",0,"0","3","2","2","0","1","0"
"175737",0,"20","1","6","2","0","1","0"
"148173",0,"18","3","7","2","0","1","0"
"468048",0,"11","0","2","2","0","1","0"
"136435",0,"18","0","8","2","0","1","0"
"341912",0,"21","1","9","2","0","1","0"
"288710",0,"12","2","12","2","0","1","0"
"388703",0,"14","2","6","2","0","1","1"
"20451",0,"17","5","2","1","0","1","0"
"258930",0,"16","4","1","2","0","1","0"
"348554",0,"3","4","8","2","0","1","0"
"130529",0,"23","2","8","2","0","0","0"
"365246",0,"23","5","8","2","0","1","0"
"199346",0,"11","0","5","2","0","1","0"
"370150",0,"14","4","7","2","0","0","0"
"424623",0,"13","0","4","3","0","1","0"
"262048",0,"0","6","1","2","0","1","0"
"407803",0,"9","6","5","2","0","1","0"
"139761",0,"12","1","8","0","0","0","0"
"36568",0,"17","3","1","2","0","1","0"
"286059",0,"11","0","12","2","0","1","0"
"442119",0,"14","3","3","2","0","1","0"
"239201",0,"13","3","2","1","0","0","0"
"260175",0,"7","2","1","2","0","1","0"
"387046",0,"20","4","6","2","0","1","0"
"31704",0,"21","5","1","2","0","1","0"
"8870",0,"15","4","3","2","0","0","0"
"359214",0,"12","0","8","2","0","1","0"
"88988",0,"6","4","10","1","0","0","0"
"272919",0,"16","0","12","2","0","1","0"
"170739",0,"17","3","6","1","0","1","0"
"147384",0,"16","4","7","2","0","0","0"
"230173",0,"2","5","3","2","0","1","0"
"287094",0,"8","5","12","2","0","1","0"
"246175",0,"19","4","2","2","0","1","0"
"205178",0,"13","3","4","1","0","1","0"
"154021",0,"16","1","7","2","0","0","0"
"72746",0,"9","1","11","1","0","1","0"
"95723",0,"9","1","10","1","0","1","1"
"327495",0,"17","3","10","2","0","1","0"
"374260",0,"18","4","7","2","0","1","0"
"180788",0,"8","1","5","2","0","1","0"
"279199",0,"18","3","12","2","0","1","0"
"203103",0,"11","0","4","2","0","0","0"
"58864",0,"13","1","12","2","0","0","0"
"217923",0,"3","4","4","1","0","1","0"
"201367",0,"0","3","4","0","0","0","0"
"399006",0,"12","6","6","2","0","0","0"
"35420",0,"20","6","1","2","0","0","0"
"121007",0,"8","3","9","2","0","0","0"
"228691",0,"15","0","3","2","0","1","0"
"462149",0,"8","4","2","2","0","1","0"
"94882",0,"2","2","10","2","0","0","0"
"310131",0,"19","2","10","2","0","1","0"
"7106",0,"6","1","3","1","0","1","0"
"473184",0,"0","5","1","2","0","1","0"
"142603",0,"7","4","7","3","0","0","0"
"998",0,"2","4","3","2","0","1","0"
"198644",0,"12","1","5","2","0","1","0"
"334763",0,"14","5","9","2","0","0","0"
"172267",0,"10","0","6","2","0","1","0"
"276819",0,"16","0","12","2","1","1","0"
"318903",0,"11","3","10","1","0","1","0"
"173906",0,"17","4","6","2","0","1","0"
"103642",0,"8","2","9","2","0","1","0"
"77661",0,"21","0","11","1","0","1","0"
"213955",0,"20","4","4","2","0","1","0"
"219219",0,"8","3","3","2","0","0","0"
"181840",0,"15","6","5","2","0","0","0"
"418610",0,"13","3","5","2","0","1","0"
"412796",0,"22","5","5","2","0","1","0"
"461789",0,"12","4","2","2","0","1","0"
"371998",0,"12","1","7","2","0","1","0"
"65289",0,"18","6","11","2","0","0","0"
"440885",0,"14","5","3","2","0","1","0"
"89882",0,"16","3","10","1","0","1","0"
"279115",0,"9","3","12","2","0","1","0"
"116897",0,"22","3","9","2","0","0","0"
"64037",0,"19","1","11","3","0","0","0"
"235289",0,"14","3","3","2","0","1","0"
"392428",0,"16","3","6","2","0","0","0"
"424466",0,"17","0","4","3","0","1","0"
"331903",0,"10","3","9","2","0","1","0"
"136749",0,"18","6","8","1","0","1","0"
"65825",0,"9","4","11","1","0","0","0"
"421794",0,"14","4","5","2","0","1","0"
"243335",0,"16","3","2","2","0","1","0"
"430252",0,"15","4","4","2","0","1","0"
"402823",0,"11","0","6","2","0","1","0"
"181844",0,"0","6","5","2","0","0","0"
"280985",0,"9","1","12","2","0","1","0"
"348759",0,"10","3","8","2","1","1","0"
"140553",0,"15","0","8","2","0","1","0"
"384936",0,"18","0","6","2","0","0","0"
"236982",0,"9","1","3","2","0","1","0"
"84099",0,"13","4","10","0","0","0","0"
"402789",0,"8","0","6","2","0","1","0"
"128203",0,"17","6","8","3","0","0","0"
"385843",0,"5","6","6","3","0","1","0"
"75509",0,"4","3","11","1","0","1","0"
"349858",0,"14","2","8","2","1","1","0"
"279303",0,"12","3","12","3","0","1","0"
"439229",0,"10","1","3","1","0","1","0"
"372066",0,"14","1","7","2","0","0","0"
"297778",0,"22","2","11","2","0","1","0"
"465824",0,"8","4","2","1","0","1","0"
"329340",0,"16","0","9","2","0","1","0"
"438563",0,"21","2","4","2","0","1","0"
"157012",0,"17","3","7","2","0","0","0"
"297024",0,"9","3","11","2","0","1","0"
"118528",0,"14","0","9","2","0","1","0"
"196690",0,"16","4","5","2","0","1","0"
"13225",0,"9","4","2","1","0","1","1"
"23461",0,"17","0","2","2","0","1","1"
"321768",0,"0","5","10","2","1","1","0"
"380618",0,"19","1","7","2","0","1","0"
"142993",0,"14","3","7","2","0","0","0"
"34126",0,"19","1","1","2","0","0","0"
"410337",0,"18","2","5","2","0","1","0"
"359440",0,"15","0","8","3","0","0","1"
"188073",0,"6","4","5","2","0","1","0"
"465696",0,"20","4","2","2","0","1","0"
"87978",0,"15","5","10","1","0","0","0"
"364511",0,"22","6","8","2","0","0","0"
"11405",0,"14","0","2","2","0","0","0"
"448129",0,"14","5","3","1","0","1","0"
"70494",0,"20","4","11","2","0","1","0"
"244951",0,"8","1","2","2","0","0","0"
"39318",0,"1","6","1","1","0","0","0"
"160813",0,"14","3","6","2","0","1","0"
"153580",0,"9","2","7","1","0","1","0"
"153480",0,"22","2","7","2","0","0","0"
"309084",0,"16","4","10","2","0","1","1"
"335251",0,"21","4","9","2","0","1","0"
"84527",0,"10","4","10","2","0","1","0"
"192180",0,"14","4","5","2","0","1","0"
"346349",0,"10","1","9","2","0","1","0"
"79185",0,"15","5","11","1","0","0","0"
"182775",0,"11","4","5","2","0","0","0"
